Bangalicon FREE Manifest
Generated: 2026-08-11T13:02:08.414Z
CDN CSS: http://localhost:5000/cdn/free/bangalicon-free.css
Total icons: 520

bgl-bitcoin | brand | free | \e96c | http://localhost:5000/cdn/free/icons/bitcoin--brand.svg
bgl-bluetooth | brand | free | \e96d | http://localhost:5000/cdn/free/icons/bluetooth--brand.svg
bg-bolt | regular | free | \e96e | http://localhost:5000/cdn/free/icons/bolt.svg
bgs-bolt | solid | free | \e96f | http://localhost:5000/cdn/free/icons/bolt--solid.svg
bg-bookmark | regular | free | \e970 | http://localhost:5000/cdn/free/icons/bookmark.svg
bgs-bookmark | solid | free | \e971 | http://localhost:5000/cdn/free/icons/bookmark--solid.svg
bg-bookmark-add | regular | free | \e972 | http://localhost:5000/cdn/free/icons/bookmark-add.svg
bgs-bookmark-add | solid | free | \e973 | http://localhost:5000/cdn/free/icons/bookmark-add--solid.svg
bg-bookmark-check | regular | free | \e974 | http://localhost:5000/cdn/free/icons/bookmark-check.svg
bgs-bookmark-check | solid | free | \e975 | http://localhost:5000/cdn/free/icons/bookmark-check--solid.svg
bg-bookmark-close | regular | free | \e976 | http://localhost:5000/cdn/free/icons/bookmark-close.svg
bgs-bookmark-close | solid | free | \e977 | http://localhost:5000/cdn/free/icons/bookmark-close--solid.svg
bg-bookmark-note | regular | free | \e978 | http://localhost:5000/cdn/free/icons/bookmark-note.svg
bgs-bookmark-note | solid | free | \e979 | http://localhost:5000/cdn/free/icons/bookmark-note--solid.svg
bg-bookmark-remove | regular | free | \e97a | http://localhost:5000/cdn/free/icons/bookmark-remove.svg
bgs-bookmark-remove | solid | free | \e97b | http://localhost:5000/cdn/free/icons/bookmark-remove--solid.svg
bgl-buffer | brand | free | \e97c | http://localhost:5000/cdn/free/icons/buffer--brand.svg
bg-call | regular | free | \e97d | http://localhost:5000/cdn/free/icons/call.svg
bgs-call | solid | free | \e97e | http://localhost:5000/cdn/free/icons/call--solid.svg
bg-camera | regular | free | \e97f | http://localhost:5000/cdn/free/icons/camera.svg
bgs-camera | solid | free | \e980 | http://localhost:5000/cdn/free/icons/camera--solid.svg
bg-card | regular | free | \e981 | http://localhost:5000/cdn/free/icons/card.svg
bgs-card | solid | free | \e982 | http://localhost:5000/cdn/free/icons/card--solid.svg
bg-category | regular | free | \e983 | http://localhost:5000/cdn/free/icons/category.svg
bgs-category | solid | free | \e984 | http://localhost:5000/cdn/free/icons/category--solid.svg
bg-chat | regular | free | \e985 | http://localhost:5000/cdn/free/icons/chat.svg
bgs-chat | solid | free | \e986 | http://localhost:5000/cdn/free/icons/chat--solid.svg
bg-chat-2 | regular | free | \e987 | http://localhost:5000/cdn/free/icons/chat-2.svg
bgs-chat-2 | solid | free | \e988 | http://localhost:5000/cdn/free/icons/chat-2--solid.svg
bg-chat-2-add | regular | free | \e989 | http://localhost:5000/cdn/free/icons/chat-2-add.svg
bgs-chat-2-add | solid | free | \e98a | http://localhost:5000/cdn/free/icons/chat-2-add--solid.svg
bg-chat-2-check | regular | free | \e98b | http://localhost:5000/cdn/free/icons/chat-2-check.svg
bgs-chat-2-check | solid | free | \e98c | http://localhost:5000/cdn/free/icons/chat-2-check--solid.svg
bg-chat-2-close | regular | free | \e98d | http://localhost:5000/cdn/free/icons/chat-2-close.svg
bgs-chat-2-close | solid | free | \e98e | http://localhost:5000/cdn/free/icons/chat-2-close--solid.svg
bg-chat-2-info | regular | free | \e98f | http://localhost:5000/cdn/free/icons/chat-2-info.svg
bgs-chat-2-info | solid | free | \e990 | http://localhost:5000/cdn/free/icons/chat-2-info--solid.svg
bg-chat-2-more | regular | free | \e991 | http://localhost:5000/cdn/free/icons/chat-2-more.svg
bgs-chat-2-more | solid | free | \e992 | http://localhost:5000/cdn/free/icons/chat-2-more--solid.svg
bg-chat-2-note | regular | free | \e993 | http://localhost:5000/cdn/free/icons/chat-2-note.svg
bgs-chat-2-note | solid | free | \e994 | http://localhost:5000/cdn/free/icons/chat-2-note--solid.svg
bg-chat-2-question | regular | free | \e995 | http://localhost:5000/cdn/free/icons/chat-2-question.svg
bgs-chat-2-question | solid | free | \e996 | http://localhost:5000/cdn/free/icons/chat-2-question--solid.svg
bg-chat-2-remove | regular | free | \e997 | http://localhost:5000/cdn/free/icons/chat-2-remove.svg
bgs-chat-2-remove | solid | free | \e998 | http://localhost:5000/cdn/free/icons/chat-2-remove--solid.svg
bg-chat-2-warning | regular | free | \e999 | http://localhost:5000/cdn/free/icons/chat-2-warning.svg
bgs-chat-2-warning | solid | free | \e99a | http://localhost:5000/cdn/free/icons/chat-2-warning--solid.svg
bg-chat-add | regular | free | \e99b | http://localhost:5000/cdn/free/icons/chat-add.svg
bgs-chat-add | solid | free | \e99c | http://localhost:5000/cdn/free/icons/chat-add--solid.svg
bg-chat-check | regular | free | \e99d | http://localhost:5000/cdn/free/icons/chat-check.svg
bgs-chat-check | solid | free | \e99e | http://localhost:5000/cdn/free/icons/chat-check--solid.svg
bg-chat-close | regular | free | \e99f | http://localhost:5000/cdn/free/icons/chat-close.svg
bgs-chat-close | solid | free | \e9a0 | http://localhost:5000/cdn/free/icons/chat-close--solid.svg
bg-chat-more | regular | free | \e9a1 | http://localhost:5000/cdn/free/icons/chat-more.svg
bgs-chat-more | solid | free | \e9a2 | http://localhost:5000/cdn/free/icons/chat-more--solid.svg
bg-chat-note | regular | free | \e9a3 | http://localhost:5000/cdn/free/icons/chat-note.svg
bgs-chat-note | solid | free | \e9a4 | http://localhost:5000/cdn/free/icons/chat-note--solid.svg
bg-chat-remove | regular | free | \e9a5 | http://localhost:5000/cdn/free/icons/chat-remove.svg
bgs-chat-remove | solid | free | \e9a6 | http://localhost:5000/cdn/free/icons/chat-remove--solid.svg
bg-check | regular | free | \e9a7 | http://localhost:5000/cdn/free/icons/check.svg
bg-check-circle | regular | free | \e906 | http://localhost:5000/cdn/free/icons/check-circle.svg
bgs-check-circle | solid | free | \e9a8 | http://localhost:5000/cdn/free/icons/check-circle--solid.svg
bgl-chrome | brand | free | \e9a9 | http://localhost:5000/cdn/free/icons/chrome--brand.svg
bg-clock | regular | free | \e9aa | http://localhost:5000/cdn/free/icons/clock.svg
bgs-clock | solid | free | \e9ab | http://localhost:5000/cdn/free/icons/clock--solid.svg
bg-close | regular | free | \e9ac | http://localhost:5000/cdn/free/icons/close.svg
bg-close-circle | regular | free | \e9ad | http://localhost:5000/cdn/free/icons/close-circle.svg
bgs-close-circle | solid | free | \e9ae | http://localhost:5000/cdn/free/icons/close-circle--solid.svg
bg-close-fullscreen | regular | free | \e9af | http://localhost:5000/cdn/free/icons/close-fullscreen.svg
bg-cloud | regular | free | \e9b0 | http://localhost:5000/cdn/free/icons/cloud.svg
bgs-cloud | solid | free | \e9b1 | http://localhost:5000/cdn/free/icons/cloud--solid.svg
bgl-codepen | brand | free | \e9b2 | http://localhost:5000/cdn/free/icons/codepen--brand.svg
bg-content-copy | regular | free | \e9b3 | http://localhost:5000/cdn/free/icons/content-copy.svg
bgs-content-copy | solid | free | \e9b4 | http://localhost:5000/cdn/free/icons/content-copy--solid.svg
bg-coupon | regular | free | \e9b5 | http://localhost:5000/cdn/free/icons/coupon.svg
bgs-coupon | solid | free | \e9b6 | http://localhost:5000/cdn/free/icons/coupon--solid.svg
bg-coupon-check | regular | free | \e9b7 | http://localhost:5000/cdn/free/icons/coupon-check.svg
bgs-coupon-check | solid | free | \e9b8 | http://localhost:5000/cdn/free/icons/coupon-check--solid.svg
bg-coupon-close | regular | free | \e9b9 | http://localhost:5000/cdn/free/icons/coupon-close.svg
bgs-coupon-close | solid | free | \e9ba | http://localhost:5000/cdn/free/icons/coupon-close--solid.svg
bgl-css3 | brand | free | \e9bb | http://localhost:5000/cdn/free/icons/css3--brand.svg
bg-date | regular | free | \e9bc | http://localhost:5000/cdn/free/icons/date.svg
bgs-date | solid | free | \e9bd | http://localhost:5000/cdn/free/icons/date--solid.svg
bg-date-add | regular | free | \e9be | http://localhost:5000/cdn/free/icons/date-add.svg
bgs-date-add | solid | free | \e9bf | http://localhost:5000/cdn/free/icons/date-add--solid.svg
bg-date-check | regular | free | \e9c0 | http://localhost:5000/cdn/free/icons/date-check.svg
bgs-date-check | solid | free | \e9c1 | http://localhost:5000/cdn/free/icons/date-check--solid.svg
bg-date-close | regular | free | \e9c2 | http://localhost:5000/cdn/free/icons/date-close.svg
bgs-date-close | solid | free | \e9c3 | http://localhost:5000/cdn/free/icons/date-close--solid.svg
bg-date-info | regular | free | \e9c4 | http://localhost:5000/cdn/free/icons/date-info.svg
bgs-date-info | solid | free | \e9c5 | http://localhost:5000/cdn/free/icons/date-info--solid.svg
bg-date-more | regular | free | \e9c6 | http://localhost:5000/cdn/free/icons/date-more.svg
bgs-date-more | solid | free | \e9c7 | http://localhost:5000/cdn/free/icons/date-more--solid.svg
bg-date-note | regular | free | \e9c8 | http://localhost:5000/cdn/free/icons/date-note.svg
bgs-date-note | solid | free | \e9c9 | http://localhost:5000/cdn/free/icons/date-note--solid.svg
bg-date-question | regular | free | \e9ca | http://localhost:5000/cdn/free/icons/date-question.svg
bgs-date-question | solid | free | \e9cb | http://localhost:5000/cdn/free/icons/date-question--solid.svg
bg-date-range | regular | free | \e9cc | http://localhost:5000/cdn/free/icons/date-range.svg
bgs-date-range | solid | free | \e9cd | http://localhost:5000/cdn/free/icons/date-range--solid.svg
bg-date-remove | regular | free | \e9ce | http://localhost:5000/cdn/free/icons/date-remove.svg
bgs-date-remove | solid | free | \e9cf | http://localhost:5000/cdn/free/icons/date-remove--solid.svg
bg-date-today | regular | free | \e9d0 | http://localhost:5000/cdn/free/icons/date-today.svg
bgs-date-today | solid | free | \e9d1 | http://localhost:5000/cdn/free/icons/date-today--solid.svg
bg-date-warning | regular | free | \e9d2 | http://localhost:5000/cdn/free/icons/date-warning.svg
bgs-date-warning | solid | free | \e9d3 | http://localhost:5000/cdn/free/icons/date-warning--solid.svg
bg-delete | regular | free | \e9d4 | http://localhost:5000/cdn/free/icons/delete.svg
bgs-delete | solid | free | \e9d5 | http://localhost:5000/cdn/free/icons/delete--solid.svg
bg-delete-add | regular | free | \e9d6 | http://localhost:5000/cdn/free/icons/delete-add.svg
bgs-delete-add | solid | free | \e9d7 | http://localhost:5000/cdn/free/icons/delete-add--solid.svg
bg-delete-check | regular | free | \e9d8 | http://localhost:5000/cdn/free/icons/delete-check.svg
bgs-delete-check | solid | free | \e9d9 | http://localhost:5000/cdn/free/icons/delete-check--solid.svg
bg-delete-close | regular | free | \e9da | http://localhost:5000/cdn/free/icons/delete-close.svg
bgs-delete-close | solid | free | \e9db | http://localhost:5000/cdn/free/icons/delete-close--solid.svg
bg-delete-remove | regular | free | \e9dc | http://localhost:5000/cdn/free/icons/delete-remove.svg
bgs-delete-remove | solid | free | \e9dd | http://localhost:5000/cdn/free/icons/delete-remove--solid.svg
bgl-deviantart | brand | free | \e9de | http://localhost:5000/cdn/free/icons/deviantart--brand.svg
bgl-discord | brand | free | \e9df | http://localhost:5000/cdn/free/icons/discord--brand.svg
bgl-docker | brand | free | \e9e0 | http://localhost:5000/cdn/free/icons/docker--brand.svg
bg-drag-horiz | regular | free | \e9e1 | http://localhost:5000/cdn/free/icons/drag-horiz.svg
bg-drag-vert | regular | free | \e9e2 | http://localhost:5000/cdn/free/icons/drag-vert.svg
bgl-dribbble | brand | free | \e9e3 | http://localhost:5000/cdn/free/icons/dribbble--brand.svg
bgl-dropbox | brand | free | \e9e4 | http://localhost:5000/cdn/free/icons/dropbox--brand.svg
bg-edit | regular | free | \e9e5 | http://localhost:5000/cdn/free/icons/edit.svg
bgs-edit | solid | free | \e9e6 | http://localhost:5000/cdn/free/icons/edit--solid.svg
bg-explore | regular | free | \e9e7 | http://localhost:5000/cdn/free/icons/explore.svg
bgs-explore | solid | free | \e9e8 | http://localhost:5000/cdn/free/icons/explore--solid.svg
bg-explore-off | regular | free | \e9e9 | http://localhost:5000/cdn/free/icons/explore-off.svg
bgs-explore-off | solid | free | \e9ea | http://localhost:5000/cdn/free/icons/explore-off--solid.svg
bgl-facebook | brand | free | \e9eb | http://localhost:5000/cdn/free/icons/facebook--brand.svg
bg-fast-forward | regular | free | \e9ec | http://localhost:5000/cdn/free/icons/fast-forward.svg
bgs-fast-forward | solid | free | \e9ed | http://localhost:5000/cdn/free/icons/fast-forward--solid.svg
bg-fast-rewind | regular | free | \e9ee | http://localhost:5000/cdn/free/icons/fast-rewind.svg
bgs-fast-rewind | solid | free | \e9ef | http://localhost:5000/cdn/free/icons/fast-rewind--solid.svg
bg-favorite | regular | free | \e9f0 | http://localhost:5000/cdn/free/icons/favorite.svg
bgs-favorite | solid | free | \e9f1 | http://localhost:5000/cdn/free/icons/favorite--solid.svg
bgl-figma | brand | free | \e9f2 | http://localhost:5000/cdn/free/icons/figma--brand.svg
bg-file | regular | free | \e9f3 | http://localhost:5000/cdn/free/icons/file.svg
bgs-file | solid | free | \e9f4 | http://localhost:5000/cdn/free/icons/file--solid.svg
bg-file-add | regular | free | \e9f5 | http://localhost:5000/cdn/free/icons/file-add.svg
bgs-file-add | solid | free | \e9f6 | http://localhost:5000/cdn/free/icons/file-add--solid.svg
bg-file-check | regular | free | \e9f7 | http://localhost:5000/cdn/free/icons/file-check.svg
bgs-file-check | solid | free | \e9f8 | http://localhost:5000/cdn/free/icons/file-check--solid.svg
bg-file-close | regular | free | \e9f9 | http://localhost:5000/cdn/free/icons/file-close.svg
bgs-file-close | solid | free | \e9fa | http://localhost:5000/cdn/free/icons/file-close--solid.svg
bg-file-note | regular | free | \e9fb | http://localhost:5000/cdn/free/icons/file-note.svg
bgs-file-note | solid | free | \e9fc | http://localhost:5000/cdn/free/icons/file-note--solid.svg
bg-file-remove | regular | free | \e9fd | http://localhost:5000/cdn/free/icons/file-remove.svg
bgs-file-remove | solid | free | \e9fe | http://localhost:5000/cdn/free/icons/file-remove--solid.svg
bg-filter | regular | free | \e9ff | http://localhost:5000/cdn/free/icons/filter.svg
bgs-filter | solid | free | \ea00 | http://localhost:5000/cdn/free/icons/filter--solid.svg
bgl-firebase | brand | free | \ea01 | http://localhost:5000/cdn/free/icons/firebase--brand.svg
bgl-firefox | brand | free | \ea02 | http://localhost:5000/cdn/free/icons/firefox--brand.svg
bg-folder | regular | free | \ea03 | http://localhost:5000/cdn/free/icons/folder.svg
bgs-folder | solid | free | \ea04 | http://localhost:5000/cdn/free/icons/folder--solid.svg
bg-folder-add | regular | free | \ea05 | http://localhost:5000/cdn/free/icons/folder-add.svg
bgs-folder-add | solid | free | \ea06 | http://localhost:5000/cdn/free/icons/folder-add--solid.svg
bg-folder-check | regular | free | \ea07 | http://localhost:5000/cdn/free/icons/folder-check.svg
bgs-folder-check | solid | free | \ea08 | http://localhost:5000/cdn/free/icons/folder-check--solid.svg
bg-folder-close | regular | free | \ea09 | http://localhost:5000/cdn/free/icons/folder-close.svg
bgs-folder-close | solid | free | \ea0a | http://localhost:5000/cdn/free/icons/folder-close--solid.svg
bg-folder-more | regular | free | \ea0b | http://localhost:5000/cdn/free/icons/folder-more.svg
bgs-folder-more | solid | free | \ea0c | http://localhost:5000/cdn/free/icons/folder-more--solid.svg
bg-folder-note | regular | free | \ea0d | http://localhost:5000/cdn/free/icons/folder-note.svg
bgs-folder-note | solid | free | \ea0e | http://localhost:5000/cdn/free/icons/folder-note--solid.svg
bg-folder-remove | regular | free | \ea0f | http://localhost:5000/cdn/free/icons/folder-remove.svg
bgs-folder-remove | solid | free | \ea10 | http://localhost:5000/cdn/free/icons/folder-remove--solid.svg
bg-format-align-bottom-center | regular | free | \ea11 | http://localhost:5000/cdn/free/icons/format-align-bottom-center.svg
bg-format-align-bottom-left | regular | free | \ea12 | http://localhost:5000/cdn/free/icons/format-align-bottom-left.svg
bg-format-align-bottom-right | regular | free | \ea13 | http://localhost:5000/cdn/free/icons/format-align-bottom-right.svg
bg-format-align-center | regular | free | \ea14 | http://localhost:5000/cdn/free/icons/format-align-center.svg
bg-format-align-justify | regular | free | \ea15 | http://localhost:5000/cdn/free/icons/format-align-justify.svg
bg-format-align-left | regular | free | \ea16 | http://localhost:5000/cdn/free/icons/format-align-left.svg
bg-format-align-right | regular | free | \ea17 | http://localhost:5000/cdn/free/icons/format-align-right.svg
bg-format-align-top-center | regular | free | \ea18 | http://localhost:5000/cdn/free/icons/format-align-top-center.svg
bg-format-align-top-left | regular | free | \ea19 | http://localhost:5000/cdn/free/icons/format-align-top-left.svg
bg-format-align-top-right | regular | free | \ea1a | http://localhost:5000/cdn/free/icons/format-align-top-right.svg
bg-format-bold | regular | free | \ea1b | http://localhost:5000/cdn/free/icons/format-bold.svg
bg-format-italic | regular | free | \ea1c | http://localhost:5000/cdn/free/icons/format-italic.svg
bg-format-size | regular | free | \ea1d | http://localhost:5000/cdn/free/icons/format-size.svg
bg-format-strikethrough | regular | free | \ea1e | http://localhost:5000/cdn/free/icons/format-strikethrough.svg
bg-format-title | regular | free | \ea1f | http://localhost:5000/cdn/free/icons/format-title.svg
